'Elapsed time','Abdomen_1'
0.392,6.4
0.393,6.4
0.394,6.2
0.395,6
0.396,5.8
0.397,5.6
0.398,5.7
0.399,5.9
0.4,6.3
0.401,6.7
0.402,6.8
0.403,6.5
0.404,5.6
0.405,4.5
0.406,3.5
0.407,3.1
0.408,3.3
0.409,4.1
0.41,5
0.411,5.7
0.412,5.8
0.413,5.6
0.414,5.2
0.415,4.8
0.416,4.6
0.417,4.3
0.418,4
0.419,3.8
0.42,3.9
0.421,4.5
0.422,5.6
0.423,6.9
0.424,8
0.425,8.5
0.426,8.3
0.427,7.7
0.428,7.1
0.429,6.9
0.43,7
0.431,7.2
0.432,7.1
0.433,6.4
0.434,5.3
0.435,4.1
0.436,3.3
0.437,3.2
0.438,3.7
0.439,4.6
0.44,5.6
0.441,6.3
0.442,6.7
0.443,6.7
0.444,6.7
0.445,6.8
0.446,7.1
0.447,7.8
0.448,8.6
0.449,9.5
0.45,10.2
0.451,10.7
0.452,11.1
0.453,11.6
0.454,12.2
0.455,12.9
0.456,13.3
0.457,13
0.458,12.2
0.459,10.8
0.46,9.6
0.461,8.9
0.462,8.7
0.463,9.1
0.464,9.4
0.465,9.3
0.466,8.6
0.467,7.6
0.468,6.7
0.469,6.2
0.47,6.2
0.471,6.4
0.472,6.5
0.473,6.3
0.474,5.7
0.475,4.9
0.476,4.1
0.477,3.5
0.478,3.2
0.479,3.2
0.48,3.4
0.481,3.6
0.482,3.8
0.483,3.8
0.484,3.8
0.485,3.7
0.486,3.6
0.487,3.5
0.488,3.4
0.489,3.1
0.49,2.7
0.491,2.3
0.492,2.1
0.493,2.6
0.494,3.6
0.495,4.8
0.496,5.9
0.497,6.4
0.498,6.1
0.499,5.4
0.5,4.7
0.501,4.3
0.502,4.2
0.503,4.4
0.504,4.3
0.505,3.9
0.506,3.4
0.507,2.9
0.508,2.9
0.509,3.4
0.51,4.2
0.511,5
0.512,5.6
0.513,6
0.514,6.1
0.515,6.1
0.516,6.1
0.517,6.2
0.518,6.4
0.519,6.4
0.52,6.3
0.521,5.7
0.522,4.5
0.523,3
0.524,1.4
0.525,0.3
0.526,0.1
0.527,0.6
0.528,1.6
0.529,2.6
0.53,3.2
0.531,3.4
0.532,3.4
0.533,3.5
0.534,3.7
0.535,3.8
0.536,3.5
0.537,2.8
0.538,1.9
0.539,1.2
0.54,1.1
0.541,1.6
0.542,2.6
0.543,3.6
0.544,4.5
0.545,5.1
0.546,5.7
0.547,6.4
0.548,7.3
0.549,8.5
0.55,9.6
0.551,10.2
0.552,10.1
0.553,9.1
0.554,7.5
0.555,5.9
0.556,4.6
0.557,4
0.558,3.9
0.559,4.1
0.56,4
0.561,3.5
0.562,2.6
0.563,1.7
0.564,1.1
0.565,0.8
0.566,0.6
0.567,0.3
0.568,-0.4
0.569,-1.1
0.57,-1.8
0.571,-1.9
0.572,-1.6
0.573,-1
0.574,-0.4
0.575,-0.1
0.576,-0.3
0.577,-0.9
0.578,-1.7
0.579,-2.4
0.58,-2.8
0.581,-2.9
0.582,-2.6
0.583,-2
0.584,-1.2
0.585,-0.7
0.586,-0.7
0.587,-1
0.588,-1.5
0.589,-1.9
0.59,-1.8
0.591,-1.4
0.592,-0.7
0.593,-0.2
0.594,0
0.595,-0.1
0.596,-0.2
0.597,-0.2
0.598,0.1
0.599,0.4
0.6,0.8
0.601,1
0.602,1.1
0.603,1.3
0.604,1.6
0.605,2
0.606,2.2
0.607,2.4
0.608,2.5
0.609,2.5
0.61,2.6
0.611,2.8
0.612,2.9
0.613,3
0.614,3
0.615,3.1
0.616,3.4
0.617,3.7
0.618,4
0.619,4.1
0.62,3.7
0.621,3
0.622,2.2
0.623,1.7
0.624,1.6
0.625,2
0.626,2.8
0.627,3.6
0.628,4.1
0.629,4.1
0.63,3.5
0.631,2.4
0.632,1.1
0.633,0
0.634,-0.5
0.635,-0.3
0.636,0.5
0.637,1.5
0.638,2.4
0.639,3
0.64,3.5
0.641,4.1
0.642,5.2
0.643,7.1
0.644,10
0.645,13.5
0.646,17.3
0.647,20.5
0.648,22.5
0.649,22.6
0.65,20.9
0.651,18
0.652,14.7
0.653,11.9
0.654,10.2
0.655,9.3
0.656,8.5
0.657,7.2
0.658,5.1
0.659,2.3
0.66,-0.5
0.661,-2.6
0.662,-3.6
0.663,-3.3
0.664,-2.2
0.665,-0.5
0.666,1.3
0.667,3.3
0.668,5.3
0.669,7.2
0.67,8.9
0.671,10
0.672,10.4
0.673,10.1
0.674,9.2
0.675,8.4
0.676,8.2
0.677,9
0.678,10.8
0.679,13.3
0.68,15.9
0.681,17.9
0.682,19
0.683,19.3
0.684,19.2
0.685,19
0.686,18.7
0.687,18.1
0.688,16.7
0.689,14.1
0.69,10.3
0.691,5.6
0.692,0.8
0.693,-3.9
0.694,-8.3
0.695,-12.4
0.696,-16.6
0.697,-21
0.698,-25.6
0.699,-30.4
0.7,-35.201
0.701,-40.101
0.702,-44.801
0.703,-49.501
0.704,-53.801
0.705,-57.501
0.706,-60.301
0.707,-62.001
0.708,-62.601
0.709,-62.201
0.71,-61.101
0.711,-59.701
0.712,-58.001
0.713,-56.101
0.714,-53.801
0.715,-51.001
0.716,-47.301
0.717,-42.701
0.718,-37.301
0.719,-31.5
0.72,-25.6
0.721,-20.2
0.722,-15.6
0.723,-12.1
0.724,-9.7
0.725,-8
0.726,-6.8
0.727,-5.8
0.728,-4.8
0.729,-3.8
0.73,-3
0.731,-2.3
0.732,-2
0.733,-1.9
0.734,-2.2
0.735,-2.4
0.736,-2.6
0.737,-2.6
0.738,-2.3
0.739,-1.8
0.74,-1.1
0.741,-0.6
0.742,-0.1
0.743,0.2
0.744,0.4
0.745,0.7
0.746,1.1
0.747,1.4
0.748,1.7
0.749,1.9
0.75,1.9
0.751,1.9
0.752,2.1
0.753,2.6
0.754,3.4
0.755,4.3
0.756,5.1
0.757,5.5
0.758,5.5
0.759,5.1
0.76,4.6
0.761,4.1
0.762,3.6
0.763,3.1
0.764,2.7
0.765,2.4
0.766,2.4
0.767,2.6
0.768,3
0.769,3.4
0.77,3.5
0.771,3.3
0.772,2.8
0.773,2.3
0.774,2.1
0.775,2.5
0.776,3.3
0.777,4.6
0.778,6
0.779,7.2
0.78,8.2
0.781,8.8
0.782,9
0.783,9
0.784,8.7
0.785,8.2
0.786,7.6
0.787,6.7
0.788,5.7
0.789,4.5
0.79,3.2
0.791,1.9
0.792,0.8
0.793,0.2
0.794,0.2
0.795,0.7
0.796,1.4
0.797,1.9
0.798,1.9
0.799,1.5
0.8,0.9
0.801,0.5
0.802,0.4
0.803,0.7
0.804,1
0.805,0.9
0.806,0.5
0.807,-0.2
0.808,-0.6
0.809,-0.4
0.81,0.5
0.811,1.8
0.812,3.1
0.813,3.8
0.814,3.9
0.815,3.4
0.816,2.7
0.817,2.1
0.818,1.9
0.819,1.9
0.82,2.1
0.821,2.3
0.822,2.3
0.823,2.1
0.824,1.7
0.825,1.4
0.826,1.4
0.827,1.6
0.828,2
0.829,2
0.83,1.5
0.831,0.3
0.832,-1.1
0.833,-2.4
0.834,-2.8
0.835,-2.4
0.836,-1.3
0.837,-0.1
0.838,0.4
0.839,-0.1
0.84,-1.5
0.841,-3.1
0.842,-4.4
0.843,-4.9
0.844,-4.8
0.845,-4.4
0.846,-4.1
0.847,-4.3
0.848,-4.9
0.849,-5.7
0.85,-6.3
0.851,-6.5
0.852,-6.1
0.853,-5.4
0.854,-4.7
0.855,-4.3
0.856,-4.4
0.857,-5.1
0.858,-6.2
0.859,-7
0.86,-7.4
0.861,-7.1
0.862,-6.4
0.863,-5.7
0.864,-5.6
0.865,-6.2
0.866,-7.3
0.867,-8.6
0.868,-9.6
0.869,-9.9
0.87,-9.8
0.871,-9.3
0.872,-8.8
0.873,-8.6
0.874,-8.8
0.875,-9.1
0.876,-9.3
0.877,-9.4
0.878,-9.1
0.879,-8.7
0.88,-8.4
0.881,-8.5
0.882,-9.2
0.883,-10.4
0.884,-11.7
0.885,-12.5
0.886,-12.5
0.887,-11.7
0.888,-10.4
0.889,-9
0.89,-8
0.891,-7.5
0.892,-7.6
0.893,-7.8
0.894,-8.1
0.895,-8.4
0.896,-9
0.897,-10.1
0.898,-11.6
0.899,-13.5
0.9,-15.4
0.901,-16.7
0.902,-17.4
0.903,-17.5
0.904,-17.3
0.905,-17.2
0.906,-17.1
0.907,-17.1
0.908,-17.2
0.909,-17.3
0.91,-17.6
0.911,-18.3
0.912,-19.2
0.913,-20.2
0.914,-20.8
0.915,-20.8
0.916,-20.5
0.917,-20.3
0.918,-20.4
0.919,-21.1
0.92,-22
0.921,-22.5
0.922,-22.4
0.923,-21.7
0.924,-20.7
0.925,-20
0.926,-20
0.927,-20.5
0.928,-21.2
0.929,-21.7
0.93,-21.7
0.931,-21.3
0.932,-20.9
0.933,-20.7
0.934,-21
0.935,-21.8
0.936,-22.7
0.937,-23.4
0.938,-23.5
0.939,-22.9
0.94,-22.1
0.941,-21.5
0.942,-21.4
0.943,-21.7
0.944,-22.3
0.945,-22.7
0.946,-22.6
0.947,-21.9
0.948,-20.9
0.949,-19.9
0.95,-19
0.951,-18.2
0.952,-17.5
0.953,-16.9
0.954,-16.4
0.955,-16.3
0.956,-16.3
0.957,-16.3
0.958,-15.9
0.959,-14.8
0.96,-13.4
0.961,-12
0.962,-10.9
0.963,-10.5
0.964,-10.4
0.965,-10.3
0.966,-9.7
0.967,-8.7
0.968,-7.4
0.969,-6.4
0.97,-5.9
0.971,-6
0.972,-6.4
0.973,-6.5
0.974,-6.1
0.975,-5.2
0.976,-4
0.977,-2.6
0.978,-1.2
0.979,0.2
0.98,1.6
0.981,2.9
0.982,4
0.983,4.8
0.984,5.1
0.985,4.9
0.986,4.3
0.987,3.4
0.988,2.5
0.989,1.8
0.99,1.5
0.991,1.8
0.992,2.5
0.993,3.6
0.994,4.5
0.995,5
0.996,4.8
0.997,4.1
0.998,3.2
0.999,2.5
1,2.1
1.001,2
1.002,2.3
1.003,2.7
1.004,3.3
1.005,4.1
1.006,5
1.007,6.2
1.008,7.4
1.009,8.5
1.01,9.1
1.011,9.2
1.012,8.7
1.013,7.4
1.014,5.7
1.015,3.8
1.016,2.2
1.017,1.2
1.018,0.9
1.019,1.2
1.02,1.7
1.021,2
1.022,2
1.023,1.6
1.024,1.2
1.025,1
1.026,1.1
1.027,1.6
1.028,2.3
1.029,3.2
1.03,4.1
1.031,4.5
1.032,4.5
1.033,4
1.034,3
1.035,1.9
1.036,0.9
1.037,0.1
1.038,-0.3
1.039,-0.4
1.04,-0.3
1.041,0.3
1.042,1.1
1.043,2.1
1.044,3.1
1.045,3.6
1.046,3.7
1.047,3.5
1.048,3.4
1.049,3.7
1.05,4.4
1.051,5.5
1.052,6.4
1.053,6.8
1.054,6.7
1.055,6.3
1.056,5.9
1.057,5.9
1.058,6.3
1.059,6.9
1.06,7.5
1.061,7.9
1.062,8
1.063,7.8
1.064,7.4
1.065,6.9
1.066,6.5
1.067,6.1
1.068,5.8
1.069,5.7
1.07,5.7
1.071,5.9
1.072,6.1
1.073,6.4
1.074,6.8
1.075,7.1
1.076,7.4
1.077,7.5
1.078,7.3
1.079,7
1.08,6.7
1.081,6.6
1.082,6.7
1.083,7.1
1.084,7.5
1.085,7.8
1.086,7.8
1.087,7.6
1.088,7
1.089,6.3
1.09,5.5
1.091,4.8
1.092,4.2
1.093,4
1.094,4
1.095,4.3
1.096,4.4
1.097,4.2
1.098,3.7
1.099,3
1.1,2.4
1.101,2.3
1.102,2.7
1.103,3.5
1.104,4.5
1.105,5.4
1.106,6.2
1.107,7.3
1.108,9
1.109,11.7
1.11,15.2
1.111,19.3
1.112,23.4
1.113,27
1.114,29.6
1.115,30.8
1.116,30.6
1.117,29.1
1.118,26.4
1.119,23.2
1.12,19.8
1.121,16.6
1.122,13.7
1.123,11.1
1.124,8.4
1.125,5.7
1.126,3
1.127,0.6
1.128,-1.3
1.129,-2.4
1.13,-2.6
1.131,-2
1.132,-0.9
1.133,0.7
1.134,2.5
1.135,4
1.136,5
1.137,5.3
1.138,4.9
1.139,4.3
1.14,3.7
1.141,3.4
1.142,3.5
1.143,4
1.144,4.6
1.145,5.1
1.146,5.5
1.147,5.6
1.148,5.4
1.149,5.1
1.15,4.7
1.151,4.4
1.152,4.3
1.153,4.4
1.154,4.6
1.155,4.7
1.156,4.6
1.157,4.5
1.158,4.5
1.159,4.8
1.16,5.5
1.161,6.2
1.162,6.8
1.163,7.1
1.164,7
1.165,6.6
1.166,6.2
1.167,5.9
1.168,5.6
1.169,5.4
1.17,5.1
1.171,4.8
1.172,4.5
1.173,4
1.174,3.4
1.175,2.8
1.176,2.4
1.177,2.3
1.178,2.3
1.179,2.3
1.18,2
1.181,1.5
1.182,0.8
1.183,0.1
1.184,0
1.185,0.4
1.186,1.4
1.187,2.7
1.188,3.8
1.189,4.5
1.19,4.5
1.191,4.1
1.192,3.3
1.193,2.6
1.194,2.2
1.195,2
1.196,2
1.197,2
1.198,1.9
1.199,1.5
1.2,1
1.201,0.5
1.202,0
1.203,-0.2
1.204,0.1
1.205,0.7
1.206,1.8
1.207,3.2
1.208,4.5
1.209,5.6
1.21,6.2
1.211,6.4
1.212,6.6
1.213,7
1.214,7.6
1.215,8.4
1.216,8.9
1.217,8.8
1.218,8.1
1.219,6.8
1.22,5.4
1.221,4.2
1.222,3.3
1.223,2.8
1.224,2.4
1.225,2.2
1.226,2
1.227,2
1.228,2.1
1.229,2.2
1.23,2.4
1.231,2.6
1.232,2.8
1.233,3.1
1.234,3.3
1.235,3.5
1.236,3.5
1.237,3.3
1.238,3.1
1.239,3.1
1.24,3.4
1.241,3.8
1.242,4
1.243,4
1.244,3.5
1.245,2.9
1.246,2.4
1.247,2.3
1.248,2.7
1.249,3.4
1.25,3.9
1.251,4
1.252,3.7
1.253,3.3
1.254,3.1
1.255,3.3
1.256,4
1.257,4.7
1.258,5.1
1.259,5.2
1.26,4.9
1.261,4.6
1.262,4.5
1.263,4.7
1.264,5.1
1.265,5.3
1.266,5.4
1.267,5.4
1.268,5.3
1.269,5.4
1.27,5.5
1.271,5.6
1.272,5.5
1.273,5.2
1.274,4.8
1.275,4.4
1.276,4.3
1.277,4.3
1.278,4.4
1.279,4.7
1.28,5.1
1.281,5.6
1.282,6.2
1.283,6.6
1.284,6.6
1.285,6.4
1.286,5.9
1.287,5.8
1.288,6
1.289,6.5
1.29,7.1
1.291,7.2
1.292,6.8
1.293,6
1.294,5.1
1.295,4.6
1.296,4.5
1.297,4.6
1.298,4.7
1.299,4.5
1.3,4.4
1.301,4.4
1.302,4.7
1.303,5.4
1.304,6
1.305,6.3
1.306,6.2
1.307,5.7
1.308,5
1.309,4.4
1.31,3.8
1.311,3.4
1.312,3.1
1.313,2.8
1.314,2.6
1.315,2.5
1.316,2.6
1.317,2.9
1.318,3.6
1.319,4.7
1.32,6.1
1.321,7.7
1.322,9.1
1.323,10.2
1.324,10.8
1.325,10.9
1.326,10.2
1.327,8.8
1.328,6.8
1.329,4.6
1.33,2.7
1.331,1.6
1.332,1.4
1.333,1.9
1.334,2.3
1.335,2.3
1.336,1.7
1.337,0.9
1.338,0.3
1.339,0.4
1.34,1
1.341,1.7
1.342,2.1
1.343,1.9
1.344,1.2
1.345,0.5
1.346,-0.2
1.347,-0.5
1.348,-0.5
1.349,-0.1
1.35,0.6
1.351,1.4
1.352,2.1
1.353,2.6
1.354,2.6
1.355,2.1
1.356,1.5
1.357,0.9
1.358,0.7
1.359,0.7
1.36,0.7
1.361,0.6
1.362,0.3
1.363,0.1
1.364,0.2
1.365,0.7
1.366,1.3
1.367,1.9
1.368,2.2
1.369,2.2
1.37,2.2
1.371,2.2
1.372,2.6
1.373,3.3
1.374,3.9
1.375,4.4
1.376,4.5
1.377,4.3
1.378,4
1.379,3.5
1.38,2.9
1.381,2.4
1.382,1.8
1.383,1.4
1.384,1.3
1.385,1.3
1.386,1.4
1.387,1.3
1.388,1.1
1.389,0.8
1.39,0.6
1.391,0.7
1.392,1.1
1.393,1.5
1.394,1.8
1.395,1.8
1.396,1.8
1.397,1.8
1.398,2.1
1.399,2.6
1.4,3.1
1.401,3.3
1.402,3.4
1.403,3.5
1.404,3.7
1.405,4.1
1.406,4.5
1.407,4.6
1.408,4.4
1.409,4.1
1.41,4.1
1.411,4.6
1.412,5.6
1.413,7
1.414,8.5
1.415,9.9
1.416,11.4
1.417,13.4
1.418,15.9
1.419,18.8
1.42,21.6
1.421,23.9
1.422,25.1
1.423,25.2
1.424,24.2
1.425,22.5
1.426,20.4
1.427,17.8
1.428,14.8
1.429,11.3
1.43,7.1
1.431,2.5
1.432,-2.5
1.433,-7.6
1.434,-12.3
1.435,-16.5
1.436,-20.2
1.437,-23.7
1.438,-27.6
1.439,-32
1.44,-37.201
1.441,-42.701
1.442,-48.101
1.443,-52.701
1.444,-56.101
1.445,-58.201
1.446,-59.201
1.447,-59.501
1.448,-59.601
1.449,-59.501
1.45,-59.101
1.451,-58.101
1.452,-56.301
1.453,-53.701
1.454,-50.201
1.455,-46.201
1.456,-41.901
1.457,-37.201
1.458,-32.5
1.459,-27.8
1.46,-23.2
1.461,-19.1
1.462,-15.7
1.463,-12.9
1.464,-10.7
1.465,-9.1
1.466,-7.8
1.467,-6.6
1.468,-5.4
1.469,-4.2
1.47,-3.2
1.471,-2.5
1.472,-2.2
1.473,-2.2
1.474,-2.4
1.475,-2.6
1.476,-2.6
1.477,-2.6
1.478,-2.5
1.479,-2.3
1.48,-2
1.481,-1.4
1.482,-0.5
1.483,0.7
1.484,1.8
1.485,2.6
1.486,3
1.487,3
1.488,2.9
1.489,3
1.49,3.3
1.491,3.5
1.492,3.4
1.493,3
1.494,2.3
1.495,1.7
1.496,1.5
1.497,1.7
1.498,2
1.499,2.3
1.5,2.3
1.501,1.9
1.502,1.5
1.503,1.1
1.504,0.8
1.505,0.4
1.506,0.1
1.507,-0.3
1.508,-0.5
1.509,-0.3
1.51,0.2
1.511,1
1.512,1.8
1.513,2.3
1.514,2.2
1.515,1.6
1.516,0.9
1.517,0.4
1.518,0.5
1.519,1.2
1.52,2.2
1.521,2.9
1.522,2.9
1.523,2.2
1.524,1
1.525,-0.2
1.526,-1
1.527,-1
1.528,-0.1
1.529,1.2
1.53,2.6
1.531,3.9
1.532,4.8
1.533,5.6
1.534,6.2
1.535,6.8
1.536,7.3
1.537,7.5
1.538,7.3
1.539,6.5
1.54,5.4
1.541,4.3
1.542,3.7
1.543,3.5
1.544,3.5
1.545,3.5
1.546,3.2
1.547,2.5
1.548,1.8
1.549,1.2
1.55,1
1.551,1.1
1.552,1.1
1.553,0.9
1.554,0.5
1.555,0.1
1.556,-0.3
1.557,-0.5
1.558,-0.8
1.559,-1.5
1.56,-2.5
1.561,-3.7
1.562,-4.8
1.563,-5.3
1.564,-5.3
1.565,-4.8
1.566,-4.1
1.567,-3.3
1.568,-2.2
1.569,-0.9
1.57,0.6
1.571,2.1
1.572,3.4
1.573,4.5
1.574,5.9
1.575,7.8
1.576,10.6
1.577,13.9
1.578,17
1.579,18.8
1.58,18.9
1.581,17.6
1.582,15.5
1.583,13.5
1.584,11.9
1.585,10.5
1.586,8.8
1.587,6.3
1.588,3.1
1.589,-0.2
1.59,-2.8
1.591,-4.5
1.592,-5.4
1.593,-6.1
1.594,-6.9
1.595,-7.9
1.596,-9
1.597,-9.4
1.598,-8.9
1.599,-7.6
1.6,-5.9
1.601,-4.4
1.602,-3.5
1.603,-3.2
1.604,-3.3
1.605,-3.6
1.606,-4
1.607,-4.4
1.608,-5
1.609,-5.6
1.61,-5.9
1.611,-5.7
1.612,-5.1
1.613,-4.4
1.614,-4
1.615,-4.1
1.616,-4.8
1.617,-5.6
1.618,-6.2
1.619,-6.5
1.62,-6.7
1.621,-7
1.622,-7.7
1.623,-8.5
1.624,-9.2
1.625,-9.3
1.626,-8.6
1.627,-7.5
1.628,-6.1
1.629,-5.1
1.63,-4.6
1.631,-4.8
1.632,-5.4
1.633,-6.2
1.634,-7
1.635,-7.6
1.636,-8.2
1.637,-8.8
1.638,-9.4
1.639,-10.1
1.64,-10.6
1.641,-10.7
1.642,-10.5
1.643,-10.1
1.644,-9.7
1.645,-9.6
1.646,-9.9
1.647,-10.5
1.648,-11.3
1.649,-12
1.65,-12.6
1.651,-13.4
1.652,-14.5
1.653,-15.9
1.654,-17.6
1.655,-19
1.656,-19.8
1.657,-19.5
1.658,-18.4
1.659,-17
1.66,-15.9
1.661,-15.7
1.662,-16.5
1.663,-17.9
1.664,-19.5
1.665,-20.5
1.666,-20.9
1.667,-20.8
1.668,-20.6
1.669,-20.8
1.67,-21.6
1.671,-22.8
1.672,-23.9
1.673,-24.7
1.674,-24.8
1.675,-24.2
1.676,-23.4
1.677,-22.5
1.678,-21.7
1.679,-21.2
1.68,-20.9
1.681,-20.7
1.682,-20.5
1.683,-20.3
1.684,-20.1
1.685,-19.7
1.686,-19.2
1.687,-18.4
1.688,-17.6
1.689,-17.1
1.69,-16.9
1.691,-17.1
1.692,-17.6
1.693,-18.1
1.694,-18.5
1.695,-18.8
1.696,-19
1.697,-19.1
1.698,-18.8
1.699,-18.1
1.7,-16.8
1.701,-15.2
1.702,-13.5
1.703,-12.4
1.704,-11.7
1.705,-11.4
1.706,-11
1.707,-10.1
1.708,-8.6
